x,y,target,x^2,y^2,x*y
11.000965858171108,-1.0828762972402468,1.0,121.02124981264639,1.1726210751247474,-11.912685174562704
11.44020992756895,0.5333969420407627,1.0,130.87840318684718,0.2845122977784368,6.102172991669653
11.388662304629154,0.24494088015671203,1.0,129.70162908888102,0.05999603477194477,2.7895489687034334
11.450119498033217,-0.06429233116272084,1.0,131.10523651924046,0.004133503846336966,-0.7361548746202786
9.790272074387588,1.750777647121668,1.0,95.84942729053344,3.065222369660884,17.140589507077273
11.47409669963629,-1.1738801072197136,1.0,131.6548950726044,1.3779945061261663,-13.469213864018409
11.427709106368937,1.3101255330021222,1.0,130.59253541978754,1.7164289122240948,14.971733483974809
11.487410618957623,0.3145980108469907,1.0,131.96060272854038,0.09897190842888327,3.6139165305066663
10.428294394159886,0.8530857717091452,1.0,108.7493239712665,0.7277553338925878,8.89622957085204
10.904918673574311,2.061317713572814,1.0,118.91725127726971,4.249030716289054,22.478502026909684
10.985239172669742,1.5381262239418048,1.0,120.67547968075779,2.3658322807774748,16.896684447756105
10.962305176415683,1.8445857382738091,1.0,120.17213478087007,3.4024965458431335,20.22091178702152
8.73900532728446,-0.7185180345145237,1.0,76.37021411030616,0.5162681659226143,-6.279132931372382
11.432659150147222,-0.4847488900120168,1.0,130.705695243445,0.23498148636788238,-5.5419688329195935
9.069660675336609,0.6483539402000045,1.0,82.25874476574731,0.420362831772871,5.880350235131524
9.811895260413213,2.2106684801676124,1.0,96.27328860131927,4.887055129206582,21.690847582901476
11.2814410554866,-0.05911405876671716,1.0,127.2709122884186,0.00349447194387489,-0.6668917695272905
11.110608390394145,-0.3862006023594955,1.0,123.44561880469676,0.14915090526283717,-4.290923652950683
11.240287205380382,2.629582423747241,1.0,126.34405645943791,6.9147037232804145,29.557261673139244
11.391848941111126,0.13927164940142656,1.0,129.7742222970947,0.019396592326993877,1.5865615917604412
11.255054968349947,2.6465632697613435,1.0,126.67626234057883,7.004297140849854,29.78721507837989
11.055295657559235,-0.021420354937368158,1.0,122.21956207604808,0.0004588316056428324,-0.23680835692246371
11.35137177033279,0.9213825141691954,1.0,128.85364106830818,0.8489457374167475,10.458955461018457
8.864549814904189,2.7160673509576245,1.0,78.58024342091788,7.377021854937968,24.07671433319872
11.253238243065983,0.4692712362275795,1.0,126.63537095520277,0.22021549315056071,5.280821021887048
9.51650615544065,2.8275714996773265,1.0,90.56388940653979,7.995160585787485,26.908601581627828
10.6562816678342,1.8845937661742718,1.0,113.55633898421925,3.5516936635029257,20.082762001797505
10.693636323234312,0.4917382061236404,1.0,114.35385781359625,0.24180646336169584,5.258469542525842
11.210359938868773,3.12488757994568,1.0,125.67216995899389,9.76492238729877,35.03111453969164
11.230707922300748,1.7844314461547817,1.0,126.1288004360288,3.1841955860260454,20.040428379133086
9.80933497397615,0.4293623659959296,1.0,96.22305263167166,0.1843520413336226,4.21175927327302
11.153290042324123,0.5670299062163442,1.0,124.39587876820644,0.32152291454371607,6.324249006702733
10.958750514117348,1.7235979448285228,1.0,120.09421283066725,2.9707898754171076,18.88847986402118
9.764093434374944,3.507268268318276,1.0,95.33752059520388,12.300930705952277,34.24529507127806
11.214194583750475,1.0295345874071935,1.0,125.75816016221849,1.0599414666677,11.545401193885528
10.627298903488526,1.3984732293445052,1.0,112.93948198408843,1.9557273731932492,14.861993016770919
10.93139646366328,3.236439336711763,1.0,119.49542864579006,10.474539580215279,35.3788015201917
11.221285682759838,3.5426770891425803,1.0,125.91725237411092,12.550560957935746,39.75339169903693
9.315168985083519,2.4342171360111013,1.0,86.7723732206619,5.925413065250089,22.67514396832944
11.199823527601328,3.610019387885213,1.0,125.43604704941227,13.032239980907129,40.43158007553376
10.642100889898858,3.594913323032411,1.0,113.25431135078607,12.923401800115933,38.25743027415248
11.13048275396074,1.052123950283189,1.0,123.88764633621746,1.1069648067595022,11.710647483656082
11.071976613528387,4.043029408872187,1.0,122.58866613051951,16.346086801005388,44.76432706284036
10.653785858590727,3.29054099241061,1.0,113.50315312070775,10.827660022734603,35.05671909205726
8.187219696060398,1.2362428899833686,1.0,67.03056635155932,1.5282964830344312,10.121392137986463
10.722796788270905,3.5509152091990943,1.0,114.97837096255284,12.608998822921448,38.07574220062236
11.080622472813891,4.3285732326662725,1.0,122.78019438502822,18.736546230554943,47.96328583710257
11.017894399110103,4.141133460062379,1.0,121.39399698994178,17.148986334048214,45.62657115558873
10.505453039951394,1.808177413339632,1.0,110.364543574624,3.2695055581116024,18.995722903740287
10.800625030466513,1.5458198110610843,1.0,116.65350104873977,2.3895588882689265,16.695820143937365
10.617243796662418,3.9080446090058145,1.0,112.72586583776659,15.27281266597941,41.49266238204699
10.568506067635177,4.19112142478619,1.0,111.69332050164155,17.565498797301824,44.29389220804864
10.958344775780404,3.6072547431035695,1.0,120.08532022487367,13.0122867816432,39.52954116899809
9.5820547696372,4.7038475646457325,1.0,91.815773608327,22.12618191142359,45.07252499245997
9.850325612443953,3.2249872862748576,1.0,97.02891467116935,10.40054299663447,31.76717486579935
10.885807985940083,3.647161485981906,1.0,118.5008155067569,13.301786904829743,39.70229963011493
